geo.id	geo.id2	geo.display-label	total_pop	males	females	sex_ratio	pop_quintile	pop_decile
1600000US5341785	5341785	McMillin CDP, Washington	1673	812	861	94.3089430894309	2	4
1600000US5342275	5342275	Malden town, Washington	197	93	104	89.42307692307693	0	1
1600000US5342310	5342310	Malo CDP, Washington	72	10	62	16.129032258064516	0	0
1600000US5342345	5342345	Malone CDP, Washington	543	151	392	38.52040816326531	1	2
1600000US5342380	5342380	Malott CDP, Washington	592	374	218	171.55963302752292	1	2
1600000US5342415	5342415	Maltby CDP, Washington	11443	5902	5541	106.51506948204295	4	8
1600000US5342450	5342450	Manchester CDP, Washington	5447	2933	2514	116.66666666666667	3	7
1600000US5342800	5342800	Mansfield town, Washington	327	168	159	105.66037735849056	0	1
1600000US5342835	5342835	Manson CDP, Washington	1532	750	782	95.9079283887468	2	4
1600000US5343010	5343010	Maple Falls CDP, Washington	76	14	62	22.58064516129032	0	0
1600000US5343062	5343062	Maple Heights-Lake Desire CDP, Washington	3442	1815	1627	111.55500921942225	3	6
1600000US5343150	5343150	Maple Valley city, Washington	25375	12494	12881	96.99557487772688	4	9
1600000US5343255	5343255	Maplewood CDP, Washington	5340	2416	2924	82.62653898768811	3	7
1600000US5343395	5343395	Marcus town, Washington	189	91	98	92.85714285714286	0	1
1600000US5343491	5343491	Marietta-Alderwood CDP, Washington	4495	2326	2169	107.23835869064085	3	6
1600000US5343640	5343640	Markham CDP, Washington	238	144	94	153.19148936170214	0	1
1600000US5343762	5343762	Marrowstone CDP, Washington	1084	489	595	82.18487394957982	1	3
1600000US5343815	5343815	Martha Lake CDP, Washington	18566	9157	9409	97.32171325326814	4	8
1600000US5343885	5343885	Maryhill CDP, Washington	73	54	19	284.2105263157895	0	0
1600000US5343955	5343955	Marysville city, Washington	66178	32451	33727	96.21668099742047	4	9
1600000US5344165	5344165	Mattawa city, Washington	4522	2481	2041	121.55805977462029	3	6
1600000US5344260	5344260	May Creek CDP, Washington	663	273	390	70.0	1	2
1600000US5344480	5344480	Mead CDP, Washington	6859	3446	3413	100.96689129797831	3	7
1600000US5344585	5344585	Meadowdale CDP, Washington	3049	1490	1559	95.57408595253366	2	5
1600000US5344620	5344620	Meadow Glade CDP, Washington	2895	1319	1576	83.69289340101524	2	5
1600000US5344690	5344690	Medical Lake city, Washington	4923	2258	2665	84.72795497185741	3	6
1600000US5344725	5344725	Medina city, Washington	3217	1589	1628	97.60442260442261	3	6
1600000US5345005	5345005	Mercer Island city, Washington	24768	11942	12826	93.10774988305005	4	9
1600000US5345180	5345180	Mesa city, Washington	424	232	192	120.83333333333333	1	2
1600000US5345285	5345285	Metaline town, Washington	196	87	109	79.81651376146789	0	1
1600000US5345320	5345320	Metaline Falls town, Washington	180	107	73	146.57534246575344	0	1
1600000US5345355	5345355	Methow CDP, Washington	78	49	29	168.9655172413793	0	0
1600000US5345495	5345495	Midland CDP, Washington	8792	4471	4321	103.47141865308956	3	7
1600000US5345865	5345865	Mill Creek city, Washington	19706	9594	10112	94.87737341772153	4	8
1600000US5345870	5345870	Mill Creek East CDP, Washington	20514	10318	10196	101.19654766575128	4	8
1600000US5345985	5345985	Millwood city, Washington	1684	874	810	107.90123456790124	2	4
1600000US5346020	5346020	Milton city, Washington	7481	3595	3886	92.51158003088008	3	7
1600000US5346090	5346090	Mineral CDP, Washington	193	113	80	141.25	0	1
1600000US5346125	5346125	Minnehaha CDP, Washington	11767	5848	5919	98.80047305288056	4	8
1600000US5346215	5346215	Mirrormont CDP, Washington	3682	1974	1708	115.57377049180329	3	6
1600000US5346685	5346685	Monroe city, Washington	18149	10118	8031	125.98680114556096	4	8
1600000US5346725	5346725	Monroe North CDP, Washington	1704	872	832	104.8076923076923	2	4
1600000US5346895	5346895	Montesano city, Washington	3899	2025	1874	108.05763073639274	3	6
1600000US5347175	5347175	Morton city, Washington	1179	516	663	77.82805429864254	1	3
1600000US5347245	5347245	Moses Lake city, Washington	22038	10254	11784	87.0162932790224	4	9
1600000US5347280	5347280	Moses Lake North CDP, Washington	3787	1934	1853	104.3712898003238	3	6
1600000US5347315	5347315	Mossyrock city, Washington	668	327	341	95.89442815249268	1	2
1600000US5347490	5347490	Mountlake Terrace city, Washington	20922	10110	10812	93.5072142064373	4	9
1600000US5347560	5347560	Mount Vernon city, Washington	33787	16683	17104	97.5385874649205	4	9
1600000US5347630	5347630	Mount Vista CDP, Washington	8525	4174	4351	95.93196966214663	3	7
1600000US5347665	5347665	Moxee city, Washington	3877	2015	1862	108.21697099892589	3	6
1600000US5347735	5347735	Mukilteo city, Washington	21101	10655	10446	102.00076584338503	4	9
1600000US5347805	5347805	Naches town, Washington	710	331	379	87.33509234828496	1	3
1600000US5347980	5347980	Napavine city, Washington	1701	848	853	99.41383352872217	2	4
1600000US5348015	5348015	Naselle CDP, Washington	376	193	183	105.46448087431695	1	2
1600000US5348225	5348225	Navy Yard City CDP, Washington	3154	1583	1571	100.76384468491406	2	5
1600000US5348295	5348295	Neah Bay CDP, Washington	994	513	481	106.65280665280665	1	3
1600000US5348330	5348330	Neilton CDP, Washington	373	208	165	126.06060606060605	1	2
1600000US5348540	5348540	Nespelem town, Washington	185	90	95	94.73684210526315	0	1
1600000US5348550	5348550	Nespelem Community CDP, Washington	259	142	117	121.36752136752136	0	1
1600000US5348645	5348645	Newcastle city, Washington	11346	5656	5690	99.402460456942	4	8
1600000US5348820	5348820	Newport city, Washington	2228	1082	1146	94.4153577661431	2	5
1600000US5349030	5349030	Nile CDP, Washington	98	55	43	127.90697674418605	0	0
1600000US5349193	5349193	Nisqually Indian Community CDP, Washington	690	327	363	90.08264462809917	1	3
1600000US5349275	5349275	Nooksack city, Washington	1667	857	810	105.80246913580247	2	4
1600000US5349415	5349415	Normandy Park city, Washington	6634	3256	3378	96.38839550029603	3	7
1600000US5349485	5349485	North Bend city, Washington	6645	3299	3346	98.59533771667664	3	7
1600000US5349555	5349555	North Bonneville city, Washington	1048	496	552	89.85507246376811	1	3
1600000US5349765	5349765	North Fort Lewis CDP, Washington	5009	3120	1889	165.16675489677078	3	6
1600000US5349940	5349940	North Lynnwood CDP, Washington	20626	9896	10730	92.22739981360671	4	8
1600000US5349992	5349992	North Marysville CDP, Washington	172	89	83	107.2289156626506	0	0
1600000US5350007	5350007	North Omak CDP, Washington	685	326	359	90.80779944289694	1	2
1600000US5350045	5350045	Northport town, Washington	332	164	168	97.61904761904762	0	1
1600000US5350115	5350115	North Puyallup CDP, Washington	1848	973	875	111.20000000000002	2	4
1600000US5350183	5350183	North Sultan CDP, Washington	241	120	121	99.17355371900827	0	1
1600000US5350195	5350195	Northwest Stanwood CDP, Washington	144	62	82	75.60975609756098	0	0
1600000US5350210	5350210	North Yelm CDP, Washington	2887	1522	1365	111.5018315018315	2	5
1600000US5350325	5350325	Oakesdale town, Washington	434	250	184	135.8695652173913	1	2
1600000US5350360	5350360	Oak Harbor city, Washington	22527	11088	11439	96.9315499606609	4	9
1600000US5350430	5350430	Oakville city, Washington	723	371	352	105.39772727272727	1	3
1600000US5350500	5350500	Ocean City CDP, Washington	168	136	32	425.0	0	0
1600000US5350535	5350535	Ocean Park CDP, Washington	1782	846	936	90.38461538461539	2	4
1600000US5350570	5350570	Ocean Shores city, Washington	5714	2776	2938	94.4860449285228	3	7
1600000US5350745	5350745	Odessa town, Washington	907	454	453	100.22075055187638	1	3
1600000US5350920	5350920	Okanogan city, Washington	2572	1332	1240	107.41935483870968	2	5
1600000US5351300	5351300	Olympia city, Washington	49928	23823	26105	91.25837962076231	4	9
1600000US5351340	5351340	Omak city, Washington	4770	2189	2581	84.81208833785354	3	6
1600000US5351410	5351410	Onalaska CDP, Washington	709	402	307	130.94462540716611	1	3
1600000US5351795	5351795	Orchards CDP, Washington	21299	10741	10558	101.73328281871568	4	9
1600000US5351830	5351830	Orient CDP, Washington	132	58	74	78.37837837837837	0	0
1600000US5351970	5351970	Oroville city, Washington	2033	1064	969	109.80392156862746	2	5
1600000US5352005	5352005	Orting city, Washington	7460	3624	3836	94.47340980187695	3	7
1600000US5352110	5352110	Oso CDP, Washington	212	107	105	101.9047619047619	0	1
1600000US5352215	5352215	Othello city, Washington	7797	3885	3912	99.30981595092024	3	7
1600000US5352267	5352267	Otis Orchards-East Farms CDP, Washington	6385	3066	3319	92.3772220548358	3	7
1600000US5352285	5352285	Outlook CDP, Washington	300	136	164	82.92682926829268	0	1
1600000US5352495	5352495	Pacific city, Washington	7113	3425	3688	92.86876355748373	3	7
1600000US5352530	5352530	Pacific Beach CDP, Washington	538	235	303	77.55775577557755	1	2
1600000US5352600	5352600	Packwood CDP, Washington	230	147	83	177.10843373493975	0	1
1600000US5352950	5352950	Palouse city, Washington	987	502	485	103.50515463917527	1	3
1600000US5353265	5353265	Parker CDP, Washington	60	35	25	140.0	0	0
1600000US5353335	5353335	Parkland CDP, Washington	37019	17874	19145	93.36119091146513	4	9
1600000US5353440	5353440	Parkwood CDP, Washington	6559	3274	3285	99.66514459665144	3	7
1600000US5353545	5353545	Pasco city, Washington	70607	36311	34296	105.8753207371122	4	9
1600000US5353720	5353720	Pateros city, Washington	749	406	343	118.36734693877551	1	3
1600000US5353800	5353800	Peaceful Valley CDP, Washington	4196	2308	1888	122.2457627118644	3	6
1600000US5353930	5353930	Pe Ell town, Washington	620	321	299	107.35785953177258	1	2
1600000US5354213	5354213	Picnic Point CDP, Washington	9002	4486	4516	99.33569530558016	3	7
1600000US5354405	5354405	Pine Grove CDP, Washington	111	69	42	164.28571428571428	0	0
1600000US5355015	5355015	Point Roberts CDP, Washington	1251	597	654	91.28440366972477	2	4
1600000US5355120	5355120	Pomeroy city, Washington	1303	611	692	88.29479768786128	2	4
1600000US5355365	5355365	Port Angeles city, Washington	19419	9478	9941	95.3425208731516	4	8
1600000US5355400	5355400	Port Angeles East CDP, Washington	3627	1921	1706	112.60257913247362	3	6
1600000US5355540	5355540	Porter CDP, Washington	222	125	97	128.8659793814433	0	1
1600000US5355612	5355612	Port Gamble Tribal Community CDP, Washington	920	439	481	91.26819126819127	1	3
1600000US5355620	5355620	Port Hadlock-Irondale CDP, Washington	3765	1962	1803	108.81863560732113	3	6
1600000US5355645	5355645	Port Ludlow CDP, Washington	2642	1273	1369	92.98758217677137	2	5
1600000US5355785	5355785	Port Orchard city, Washington	13476	6573	6903	95.21946979574099	4	8
1600000US5355855	5355855	Port Townsend city, Washington	9315	4256	5059	84.1272978849575	4	8
1600000US5355995	5355995	Poulsbo city, Washington	10005	4384	5621	77.99323963707525	4	8
1600000US5356150	5356150	Prairie Heights CDP, Washington	4610	2149	2461	87.32222673709875	3	6
1600000US5356170	5356170	Prairie Ridge CDP, Washington	12733	6268	6465	96.95282289249806	4	8
1600000US5356240	5356240	Prescott city, Washington	345	204	141	144.6808510638298	0	1
1600000US5356450	5356450	Prosser city, Washington	5967	2894	3073	94.1750732183534	3	7
1600000US5356555	5356555	Puget Island CDP, Washington	899	389	510	76.27450980392156	1	3
1600000US5356625	5356625	Pullman city, Washington	32382	16349	16033	101.97093494667249	4	9
1600000US5356660	5356660	Purdy CDP, Washington	1087	504	583	86.44939965694682	1	3
1600000US5356695	5356695	Puyallup city, Washington	39637	19963	19674	101.46894378367388	4	9
1600000US5356905	5356905	Queets CDP, Washington	199	98	101	97.02970297029702	0	1
1600000US5356975	5356975	Quilcene CDP, Washington	432	213	219	97.26027397260275	1	2
1600000US5357030	5357030	Qui-nai-elt Village CDP, Washington	79	44	35	125.71428571428571	0	0
1600000US5357115	5357115	Quincy city, Washington	7333	3562	3771	94.45770352691594	3	7
1600000US5357140	5357140	Raft Island CDP, Washington	341	150	191	78.53403141361257	0	1
1600000US5357220	5357220	Rainier city, Washington	2345	1179	1166	101.11492281303602	2	5
1600000US5357395	5357395	Ravensdale CDP, Washington	1579	753	826	91.16222760290556	2	4
1600000US5357430	5357430	Raymond city, Washington	2847	1263	1584	79.73484848484848	2	5
1600000US5357465	5357465	Reardan town, Washington	607	295	312	94.55128205128204	1	2
1600000US5357535	5357535	Redmond city, Washington	60712	31046	29666	104.65178992786355	4	9
1600000US5357745	5357745	Renton city, Washington	99692	50299	49393	101.83426801368616	4	9
1600000US5357850	5357850	Republic city, Washington	1103	499	604	82.6158940397351	1	3
1600000US5358235	5358235	Richland city, Washington	53991	26919	27072	99.43484042553192	4	9
1600000US5358410	5358410	Ridgefield city, Washington	6637	3011	3626	83.03916161059018	3	7
1600000US5358725	5358725	Ritzville city, Washington	1531	730	801	91.13607990012484	2	4
1600000US5358742	5358742	Riverbend CDP, Washington	2241	1126	1115	100.98654708520178	2	5
1600000US5358777	5358777	River Road CDP, Washington	952	477	475	100.42105263157895	1	3
1600000US5358795	5358795	Riverside town, Washington	383	179	204	87.74509803921569	1	2
1600000US5359110	5359110	Rochester CDP, Washington	2923	1574	1349	116.67902149740547	2	5
1600000US5359145	5359145	Rockford town, Washington	390	222	168	132.14285714285714	1	2
1600000US5359180	5359180	Rock Island city, Washington	1302	696	606	114.85148514851484	2	4
1600000US5359250	5359250	Rockport CDP, Washington	76	27	49	55.10204081632652	0	0
1600000US5359390	5359390	Rocky Point CDP, Washington	1449	704	745	94.49664429530202	2	4
1600000US5359635	5359635	Ronald CDP, Washington	284	155	129	120.15503875968992	0	1
1600000US5359705	5359705	Roosevelt CDP, Washington	107	77	30	256.6666666666667	0	0
1600000US5359775	5359775	Rosalia town, Washington	592	304	288	105.55555555555556	1	2
1600000US5359845	5359845	Rosburg CDP, Washington	385	143	242	59.09090909090909	1	2
1600000US5359880	5359880	Rosedale CDP, Washington	4459	1659	2800	59.25	3	6
1600000US5360055	5360055	Roslyn city, Washington	664	325	339	95.87020648967551	1	2
1600000US5360160	5360160	Roy city, Washington	707	326	381	85.56430446194226	1	3
1600000US5360230	5360230	Royal City city, Washington	1587	825	762	108.26771653543308	2	4
1600000US5360510	5360510	Ruston town, Washington	1007	466	541	86.13678373382625	1	3
1600000US5360580	5360580	Ryderwood CDP, Washington	332	155	177	87.57062146892656	0	1
1600000US5360860	5360860	St. John town, Washington	547	245	302	81.12582781456953	1	2
1600000US5361000	5361000	Salmon Creek CDP, Washington	21068	10442	10626	98.26839826839827	4	9
1600000US5361115	5361115	Sammamish city, Washington	62877	30940	31937	96.87822901337007	4	9
1600000US5361235	5361235	Santiago CDP, Washington	26	9	17	52.94117647058824	0	0
1600000US5361350	5361350	Satsop CDP, Washington	572	249	323	77.08978328173374	1	2
1600000US5362120	5362120	Seabeck CDP, Washington	1141	565	576	98.09027777777779	1	3
1600000US5362288	5362288	SeaTac city, Washington	28597	15277	13320	114.6921921921922	4	9
1600000US5363000	5363000	Seattle city, Washington	688245	345628	342617	100.87882387622331	4	9
1600000US5363210	5363210	Sedro-Woolley city, Washington	11360	5765	5595	103.03842716711348	4	8
1600000US5363245	5363245	Sekiu CDP, Washington	50	17	33	51.515151515151516	0	0
1600000US5363280	5363280	Selah city, Washington	7652	3590	4062	88.38010832102412	3	7
1600000US5363385	5363385	Sequim city, Washington	6819	2918	3901	74.80133299154062	3	7
1600000US5363545	5363545	Shadow Lake CDP, Washington	2655	1389	1266	109.71563981042654	2	5
1600000US5363735	5363735	Shelton city, Washington	9882	5158	4724	109.18712955122778	4	8
1600000US5363960	5363960	Shoreline city, Washington	55431	26645	28786	92.56235670117418	4	9
1600000US5364365	5364365	Silverdale CDP, Washington	20664	10735	9929	108.11763520999094	4	8
1600000US5364380	5364380	Silver Firs CDP, Washington	22937	11515	11422	100.81421817545089	4	9
1600000US5364610	5364610	Sisco Heights CDP, Washington	2810	1479	1331	111.11945905334335	2	5
1600000US5364755	5364755	Skamokawa Valley CDP, Washington	300	176	124	141.93548387096774	0	1
1600000US5364775	5364775	Skokomish CDP, Washington	755	389	366	106.28415300546447	1	3
1600000US5364855	5364855	Skykomish town, Washington	101	56	45	124.44444444444444	0	0
1600000US5365170	5365170	Snohomish city, Washington	9713	4369	5344	81.75523952095809	4	8
1600000US5365205	5365205	Snoqualmie city, Washington	12944	6398	6546	97.73907729911396	4	8
1600000US5365275	5365275	Snoqualmie Pass CDP, Washington	235	157	78	201.28205128205127	0	1
1600000US5365345	5365345	Soap Lake city, Washington	1539	798	741	107.6923076923077	2	4
1600000US5365625	5365625	South Bend city, Washington	1500	741	759	97.62845849802372	2	4
1600000US5365765	5365765	South Cle Elum town, Washington	547	269	278	96.76258992805755	1	2
1600000US5365810	5365810	South Creek CDP, Washington	2500	1346	1154	116.6377816291161	2	5
1600000US5365922	5365922	South Hill CDP, Washington	56379	27242	29137	93.49624189175275	4	9
1600000US5366045	5366045	South Prairie town, Washington	271	127	144	88.19444444444444	0	1
1600000US5366185	5366185	South Wenatchee CDP, Washington	2057	1297	760	170.6578947368421	2	5
1600000US5366220	5366220	Southworth CDP, Washington	2280	1112	1168	95.2054794520548	2	5
1600000US5366255	5366255	Spanaway CDP, Washington	30528	15091	15437	97.75863185852174	4	9
1600000US5366290	5366290	Spangle city, Washington	200	93	107	86.91588785046729	0	1
1600000US5367000	5367000	Spokane city, Washington	212982	103755	109227	94.99024966354472	4	9
1600000US5367167	5367167	Spokane Valley city, Washington	94424	48084	46340	103.76348726801898	4	9
1600000US5367175	5367175	Sprague city, Washington	419	212	207	102.41545893719808	1	2
1600000US5367210	5367210	Springdale town, Washington	377	205	172	119.1860465116279	1	2
1600000US5367435	5367435	Stansberry Lake CDP, Washington	2747	1415	1332	106.23123123123123	2	5
1600000US5367455	5367455	Stanwood city, Washington	6825	3270	3555	91.9831223628692	3	7
1600000US5367490	5367490	Starbuck town, Washington	114	71	43	165.11627906976744	0	0
1600000US5367595	5367595	Startup CDP, Washington	683	437	246	177.6422764227642	1	2
1600000US5367770	5367770	Steilacoom town, Washington	6199	3071	3128	98.1777493606138	3	7
1600000US5367805	5367805	Steptoe CDP, Washington	183	92	91	101.0989010989011	0	1
1600000US5367875	5367875	Stevenson city, Washington	1448	735	713	103.08555399719495	2	4
1600000US5368200	5368200	Sudden Valley CDP, Washington	7621	3931	3690	106.53116531165313	3	7
1600000US5368260	5368260	Sultan city, Washington	4953	2668	2285	116.76148796498906	3	6
1600000US5368330	5368330	Sumas city, Washington	1692	878	814	107.86240786240786	2	4
1600000US5368365	5368365	Summit CDP, Washington	7876	3835	4041	94.90225191784212	3	7
1600000US5368410	5368410	Summit View CDP, Washington	7421	3828	3593	106.54049540773727	3	7
1600000US5368417	5368417	Summitview CDP, Washington	1182	568	614	92.50814332247556	1	3
1600000US5368435	5368435	Sumner city, Washington	9789	4655	5134	90.67004285157772	4	8
1600000US5368480	5368480	Sunday Lake CDP, Washington	666	309	357	86.5546218487395	1	2
1600000US5368750	5368750	Sunnyside city, Washington	16248	8311	7937	104.71210784931336	4	8
1600000US5368785	5368785	Sunnyslope CDP, Washington	3641	1897	1744	108.7729357798165	3	6
1600000US5369170	5369170	Suquamish CDP, Washington	4108	2040	2068	98.64603481624758	3	6
1600000US5369280	5369280	Swede Heaven CDP, Washington	1030	534	496	107.66129032258065	1	3
1600000US5370000	5370000	Tacoma city, Washington	207280	103019	104261	98.80875878804154	4	9
1600000US5370175	5370175	Taholah CDP, Washington	714	391	323	121.05263157894737	1	3
1600000US5370245	5370245	Tampico CDP, Washington	465	234	231	101.29870129870129	1	2
1600000US5370280	5370280	Tanglewilde CDP, Washington	6205	3328	2877	115.67605144247479	3	7
1600000US5370315	5370315	Tanner CDP, Washington	905	487	418	116.50717703349282	1	3
1600000US5370560	5370560	Tekoa city, Washington	897	482	415	116.14457831325302	1	3
1600000US5370630	5370630	Tenino city, Washington	1557	667	890	74.9438202247191	2	4
1600000US5370805	5370805	Terrace Heights CDP, Washington	7849	4066	3783	107.48083531588686	3	7
1600000US5371225	5371225	Thorp CDP, Washington	297	154	143	107.6923076923077	0	1
1600000US5371330	5371330	Three Lakes CDP, Washington	3390	1799	1591	113.07353865493401	3	6
1600000US5371400	5371400	Tieton city, Washington	1471	685	786	87.1501272264631	2	4
1600000US5371680	5371680	Tokeland CDP, Washington	330	145	185	78.37837837837837	0	1
1600000US5371785	5371785	Toledo city, Washington	581	293	288	101.73611111111111	1	2
1600000US5371890	5371890	Tonasket city, Washington	928	384	544	70.58823529411765	1	3
1600000US5371960	5371960	Toppenish city, Washington	8923	4600	4323	106.40758732361786	3	7
1600000US5371995	5371995	Torboy CDP, Washington	48	25	23	108.69565217391303	0	0
1600000US5372030	5372030	Touchet CDP, Washington	437	222	215	103.25581395348837	1	2
1600000US5372170	5372170	Town and Country CDP, Washington	5001	2497	2504	99.72044728434504	3	6
1600000US5372205	5372205	Tracyton CDP, Washington	5937	2876	3061	93.9562234563868	3	7
1600000US5372450	5372450	Trout Lake CDP, Washington	654	298	356	83.70786516853933	1	2
1600000US5372625	5372625	Tukwila city, Washington	20025	10290	9735	105.70107858243452	4	8
1600000US5372905	5372905	Tumwater city, Washington	22005	10522	11483	91.63110685360968	4	9
1600000US5373065	5373065	Twin Lakes CDP, Washington	100	63	37	170.27027027027026	0	0
1600000US5373080	5373080	Twisp town, Washington	1129	561	568	98.76760563380282	1	3
1600000US5373255	5373255	Union CDP, Washington	272	143	129	110.85271317829456	0	1
1600000US5373290	5373290	Union Gap city, Washington	6152	3100	3052	101.5727391874181	3	7
1600000US5373307	5373307	Union Hill-Novelty Hill CDP, Washington	22109	10885	11224	96.97968638631504	4	9
1600000US5373360	5373360	Uniontown town, Washington	340	194	146	132.87671232876713	0	1
1600000US5373465	5373465	University Place city, Washington	32528	15782	16746	94.24340140929178	4	9
1600000US5373580	5373580	Upper Elochoman CDP, Washington	70	58	12	483.3333333333333	0	0
1600000US5373780	5373780	Vader city, Washington	709	345	364	94.78021978021978	1	3
1600000US5373885	5373885	Valley CDP, Washington	171	41	130	31.538461538461537	0	0
1600000US5374060	5374060	Vancouver city, Washington	171393	82825	88568	93.5157167374221	4	9
1600000US5374200	5374200	Vantage CDP, Washington	18	9	9	100.0	0	0
1600000US5374305	5374305	Vashon CDP, Washington	9635	4591	5044	91.01903251387787	4	8
1600000US5374445	5374445	Vaughn CDP, Washington	342	190	152	125.0	0	1
1600000US5374585	5374585	Venersborg CDP, Washington	4196	2144	2052	104.48343079922027	3	6
1600000US5374760	5374760	Verlot CDP, Washington	457	214	243	88.06584362139918	1	2
1600000US5375565	5375565	Waitsburg city, Washington	1186	610	576	105.90277777777777	1	3
1600000US5375775	5375775	Walla Walla city, Washington	32585	16759	15826	105.89536206242892	4	9
1600000US5375810	5375810	Walla Walla East CDP, Washington	1877	932	945	98.62433862433862	2	4
1600000US5375905	5375905	Waller CDP, Washington	8064	4047	4017	100.74682598954443	3	7
1600000US5375985	5375985	Wallula CDP, Washington	329	173	156	110.8974358974359	0	1
1600000US5376055	5376055	Walnut Grove CDP, Washington	9907	5135	4772	107.60687342833192	4	8
1600000US5376125	5376125	Wapato city, Washington	5049	2651	2398	110.55045871559632	3	6
1600000US5376160	5376160	Warden city, Washington	2740	1293	1447	89.35729094678645	2	5
1600000US5376195	5376195	Warm Beach CDP, Washington	2495	1226	1269	96.61150512214341	2	5
1600000US5376405	5376405	Washougal city, Washington	15241	7625	7616	100.11817226890756	4	8
1600000US5376440	5376440	Washtucna town, Washington	333	168	165	101.81818181818181	0	1
1600000US5376510	5376510	Waterville town, Washington	1696	819	877	93.38654503990878	2	4
1600000US5376615	5376615	Wauna CDP, Washington	4412	2340	2072	112.93436293436294	3	6
1600000US5376720	5376720	Waverly town, Washington	73	39	34	114.70588235294117	0	0
1600000US5377105	5377105	Wenatchee city, Washington	33544	15967	17577	90.84030266825965	4	9
1600000US5377297	5377297	West Clarkston-Highland CDP, Washington	5895	2722	3173	85.7863220926568	3	7
1600000US5377612	5377612	West Pasco CDP, Washington	1233	543	690	78.69565217391305	2	4
1600000US5377630	5377630	Westport city, Washington	2057	1138	919	123.83025027203483	2	5
1600000US5377665	5377665	West Richland city, Washington	13797	7034	6763	104.00709744196364	4	8
1600000US5377745	5377745	West Side Highway CDP, Washington	5902	2679	3223	83.12131554452374	3	7
1600000US5378155	5378155	Whidbey Island Station CDP, Washington	1938	1348	590	228.47457627118644	2	4
1600000US5378225	5378225	White Center CDP, Washington	15300	7641	7659	99.76498237367802	4	8
1600000US5378330	5378330	White Salmon city, Washington	2453	1245	1208	103.06291390728477	2	5
1600000US5378365	5378365	White Swan CDP, Washington	973	436	537	81.19180633147114	1	3
1600000US5378680	5378680	Wilbur town, Washington	757	405	352	115.05681818181819	1	3
1600000US5378780	5378780	Wilderness Rim CDP, Washington	1443	794	649	122.34206471494606	2	4
1600000US5378925	5378925	Wilkeson town, Washington	447	245	202	121.28712871287128	1	2
1600000US5378995	5378995	Willapa CDP, Washington	204	92	112	82.14285714285714	0	1
1600000US5379135	5379135	Wilson Creek town, Washington	256	122	134	91.04477611940298	0	1
1600000US5379275	5379275	Winlock city, Washington	1582	856	726	117.90633608815426	2	4
1600000US5379380	5379380	Winthrop town, Washington	411	202	209	96.65071770334929	1	2
1600000US5379485	5379485	Wishram CDP, Washington	438	230	208	110.57692307692308	1	2
1600000US5379555	5379555	Wollochet CDP, Washington	6291	2885	3406	84.70346447445684	3	7
1600000US5379590	5379590	Woodinville city, Washington	11675	5676	5999	94.61576929488248	4	8
1600000US5379625	5379625	Woodland city, Washington	5765	2723	3042	89.51347797501643	3	7
1600000US5379825	5379825	Woods Creek CDP, Washington	5826	2739	3087	88.72691933916424	3	7
1600000US5379835	5379835	Woodway city, Washington	1289	626	663	94.41930618401206	2	4
1600000US5379975	5379975	Yacolt town, Washington	1564	789	775	101.80645161290323	2	4
1600000US5380010	5380010	Yakima city, Washington	93182	45942	47240	97.25232853513971	4	9
1600000US5380150	5380150	Yarrow Point town, Washington	1184	603	581	103.78657487091223	1	3
1600000US5380220	5380220	Yelm city, Washington	8425	4166	4259	97.81638882366754	3	7
1600000US5380500	5380500	Zillah city, Washington	3099	1589	1510	105.2317880794702	2	5
